uid_adresse;cle_interop;commune_insee;commune_nom;commune_deleguee_insee;commune_deleguee_nom;voie_nom;lieudit_complement_nom;numero;suffixe;position;x;y;long;lat;cad_parcelles;source;date_der_maj;certification_commune
;54084_0150_00027;54084;Mont-Bonvillers;;;Rue Jeanne d’Arc;;27;;entrée;906124.88;6917493.03;5.835273;49.323709;;inconnue;;0
;54084_0150_00028;54084;Mont-Bonvillers;;;Rue Jeanne d’Arc;;28;;entrée;906126.49;6917500.99;5.835299;49.32378;;inconnue;;0
;54084_0150_00029;54084;Mont-Bonvillers;;;Rue Jeanne d’Arc;;29;;entrée;906127.73;6917506.93;5.835319;49.323833;;inconnue;;0
;54084_0150_00030;54084;Mont-Bonvillers;;;Rue Jeanne d’Arc;;30;;segment;906123.21;6917509.22;5.835258;49.323855;;inconnue;;0
;54084_0150_00032;54084;Mont-Bonvillers;;;Rue Jeanne d’Arc;;32;;entrée;906131.39;6917524.54;5.835378;49.32399;;inconnue;;0
;54084_0150_00033;54084;Mont-Bonvillers;;;Rue Jeanne d’Arc;;33;;entrée;906133.47;6917529.51;5.835409;49.324034;;inconnue;;0
;54084_0150_00035;54084;Mont-Bonvillers;;;Rue Jeanne d’Arc;;35;;entrée;906138.23;6917538.7;5.835479;49.324115;;inconnue;;0
;54084_0150_00037;54084;Mont-Bonvillers;;;Rue Jeanne d’Arc;;37;;entrée;906141.04;6917543.7;5.83552;49.324159;;inconnue;;0
;54084_0150_00038;54084;Mont-Bonvillers;;;Rue Jeanne d’Arc;;38;;entrée;906142.97;6917548.44;5.835549;49.324201;;inconnue;;0
;54084_0150_00039;54084;Mont-Bonvillers;;;Rue Jeanne d’Arc;;39;;segment;906111.78;6917460.83;5.835077;49.323424;;inconnue;;0
;54084_0150_00001_bis;54084;Mont-Bonvillers;;;Rue Jeanne d’Arc;;1;bis;segment;906072.02;6917370.35;5.834486;49.322624;;inconnue;;0
;54084_0100_00001;54084;Mont-Bonvillers;;;Rue de l’Eglise;;1;;entrée;906227.89;6917663.93;5.836773;49.325211;;inconnue;;0
;54084_0100_00002;54084;Mont-Bonvillers;;;Rue de l’Eglise;;2;;entrée;906196.9;6917718.25;5.836374;49.325709;;inconnue;;0
;54084_0100_00003;54084;Mont-Bonvillers;;;Rue de l’Eglise;;3;;entrée;906229.82;6917761.96;5.836848;49.326091;;inconnue;;0
;54084_0100_00004;54084;Mont-Bonvillers;;;Rue de l’Eglise;;4;;entrée;906219.77;6917825.05;5.836741;49.326661;;inconnue;;0
;54084_0100_00005;54084;Mont-Bonvillers;;;Rue de l’Eglise;;5;;entrée;906180.49;6917757.73;5.836168;49.326069;;inconnue;;0
;54084_0100_00006;54084;Mont-Bonvillers;;;Rue de l’Eglise;;6;;entrée;906172.48;6917794.51;5.836076;49.326402;;inconnue;;0
;54084_0100_00007;54084;Mont-Bonvillers;;;Rue de l’Eglise;;7;;entrée;906157.28;6917790.18;5.835865;49.326368;;inconnue;;0
;54084_0100_00008;54084;Mont-Bonvillers;;;Rue de l’Eglise;;8;;entrée;906135.41;6917773.15;5.835556;49.326222;;inconnue;;0
;54084_0100_00018;54084;Mont-Bonvillers;;;Rue de l’Eglise;;18;;segment;906186.24;6917794.23;5.836265;49.326395;;inconnue;;0
;54084_0170_00001;54084;Mont-Bonvillers;;;Rue de Landres;;1;;entrée;906040.5;6917373;5.834054;49.322658;;inconnue;;0
;54084_0170_00002;54084;Mont-Bonvillers;;;Rue de Landres;;2;;entrée;905962.22;6917386.67;5.832985;49.322806;;inconnue;;0
;54084_0170_00003;54084;Mont-Bonvillers;;;Rue de Landres;;3;;entrée;906021.4;6917375.99;5.833793;49.322691;;inconnue;;0
;54084_0170_00004;54084;Mont-Bonvillers;;;Rue de Landres;;4;;entrée;905954.53;6917387.95;5.83288;49.32282;;inconnue;;0
;54084_0170_00005;54084;Mont-Bonvillers;;;Rue de Landres;;5;;entrée;906003.04;6917378.67;5.833542;49.322721;;inconnue;;0
;54084_0170_00007;54084;Mont-Bonvillers;;;Rue de Landres;;7;;entrée;905993.31;6917379.99;5.833409;49.322736;;inconnue;;0
;54084_0170_00009;54084;Mont-Bonvillers;;;Rue de Landres;;9;;entrée;905981.91;6917381.47;5.833253;49.322753;;inconnue;;0
;54084_0170_00011;54084;Mont-Bonvillers;;;Rue de Landres;;11;;entrée;905963.77;6917384.16;5.833005;49.322783;;inconnue;;0
;54084_0170_00013;54084;Mont-Bonvillers;;;Rue de Landres;;13;;entrée;905951.93;6917385.52;5.832843;49.322799;;inconnue;;0
;54084_0170_00015;54084;Mont-Bonvillers;;;Rue de Landres;;15;;entrée;905941.69;6917386.93;5.832703;49.322815;;inconnue;;0
;54084_0170_00017;54084;Mont-Bonvillers;;;Rue de Landres;;17;;entrée;905930.01;6917387.96;5.832543;49.322828;;inconnue;;0
;54084_0170_00019;54084;Mont-Bonvillers;;;Rue de Landres;;19;;entrée;905912.77;6917391.9;5.832308;49.322869;;inconnue;;0
;54084_0170_00021;54084;Mont-Bonvillers;;;Rue de Landres;;21;;segment;905822.51;6917425.4;5.831084;49.323199;;inconnue;;0
;54084_0170_00023;54084;Mont-Bonvillers;;;Rue de Landres;;23;;segment;905664.68;6917445.79;5.828925;49.323433;;inconnue;;0
;54084_0170_00025;54084;Mont-Bonvillers;;;Rue de Landres;;25;;segment;905833.4;6917419.89;5.831231;49.323146;;inconnue;;0
;54084_0220_00001;54084;Mont-Bonvillers;;;Cités Nouvelles;;1;;entrée;905808.4;6917857.25;5.831103;49.327083;;inconnue;;0
;54084_0220_00002;54084;Mont-Bonvillers;;;Cités Nouvelles;;2;;entrée;905816.82;6917851.65;5.831216;49.32703;;inconnue;;0
;54084_0220_00003;54084;Mont-Bonvillers;;;Cités Nouvelles;;3;;entrée;905824.18;6917845.35;5.831314;49.326971;;inconnue;;0
;54084_0220_00004;54084;Mont-Bonvillers;;;Cités Nouvelles;;4;;;905827.52;6917825.32;5.83135;49.32679;;arcep;;0
;54084_0220_00005;54084;Mont-Bonvillers;;;Cités Nouvelles;;5;;entrée;905843.03;6917841.02;5.831571;49.326926;;inconnue;;0
;54084_0220_00006;54084;Mont-Bonvillers;;;Cités Nouvelles;;6;;entrée;905852.18;6917841.46;5.831697;49.326927;;inconnue;;0
;54084_0220_00007;54084;Mont-Bonvillers;;;Cités Nouvelles;;7;;entrée;905860.01;6917799.88;5.831784;49.326551;;inconnue;;0
;54084_0220_00008;54084;Mont-Bonvillers;;;Cités Nouvelles;;8;;entrée;905842.39;6917798.03;5.831541;49.32654;;inconnue;;0
;54084_0220_00009;54084;Mont-Bonvillers;;;Cités Nouvelles;;9;;segment;905832.5;6917840.64;5.831426;49.326926;;inconnue;;0
;54084_0220_00010;54084;Mont-Bonvillers;;;Cités Nouvelles;;10;;entrée;905806.49;6917806.98;5.831052;49.326632;;inconnue;;0
;54084_0220_00011;54084;Mont-Bonvillers;;;Cités Nouvelles;;11;;entrée;905789;6917817.93;5.830817;49.326736;;inconnue;;0
;54084_0220_00012;54084;Mont-Bonvillers;;;Cités Nouvelles;;12;;entrée;905778.52;6917828.24;5.830678;49.326832;;inconnue;;0
;54084_0220_00013;54084;Mont-Bonvillers;;;Cités Nouvelles;;13;;segment;905878.59;6917795.09;5.832037;49.326502;;inconnue;;0
;54084_0220_00014;54084;Mont-Bonvillers;;;Cités Nouvelles;;14;;segment;905867;6917791.56;5.831876;49.326474;;inconnue;;0
;54084_0050_00001;54084;Mont-Bonvillers;;;Rue Bernadette;;1;;entrée;906003.47;6917277.5;5.833498;49.321812;;inconnue;;0
;54084_0050_00002;54084;Mont-Bonvillers;;;Rue Bernadette;;2;;entrée;906042.51;6917314.74;5.834053;49.322134;;inconnue;;0
;54084_0050_00003;54084;Mont-Bonvillers;;;Rue Bernadette;;3;;segment;905976.9;6917251.28;5.83312;49.321585;;inconnue;;0
;54084_0050_00004;54084;Mont-Bonvillers;;;Rue Bernadette;;4;;segment;906037.57;6917312.56;5.833984;49.322116;;inconnue;;0
;54084_0050_00006;54084;Mont-Bonvillers;;;Rue Bernadette;;6;;entrée;906039.77;6917310.19;5.834013;49.322094;;inconnue;;0
;54084_0050_00008;54084;Mont-Bonvillers;;;Rue Bernadette;;8;;entrée;906037.37;6917305.99;5.833978;49.322057;;inconnue;;0
;54084_0050_00010;54084;Mont-Bonvillers;;;Rue Bernadette;;10;;entrée;906035.39;6917302.35;5.833949;49.322025;;inconnue;;0
;54084_0050_00012;54084;Mont-Bonvillers;;;Rue Bernadette;;12;;entrée;906032.98;6917298.48;5.833914;49.321991;;inconnue;;0
;54084_0050_00014;54084;Mont-Bonvillers;;;Rue Bernadette;;14;;entrée;906031.2;6917295.52;5.833888;49.321965;;inconnue;;0
;54084_0050_00016;54084;Mont-Bonvillers;;;Rue Bernadette;;16;;entrée;906028.72;6917291.65;5.833852;49.321931;;inconnue;;0
;54084_0050_00018;54084;Mont-Bonvillers;;;Rue Bernadette;;18;;entrée;906026.87;6917288.36;5.833825;49.321902;;inconnue;;0
;54084_0050_00020;54084;Mont-Bonvillers;;;Rue Bernadette;;20;;entrée;906024.97;6917284.5;5.833797;49.321868;;inconnue;;0
;54084_0050_00021;54084;Mont-Bonvillers;;;Rue Bernadette;;21;;segment;905972.39;6917245.21;5.833055;49.321532;;inconnue;;0
;54084_0050_00022;54084;Mont-Bonvillers;;;Rue Bernadette;;22;;entrée;906022;6917280.17;5.833754;49.32183;;inconnue;;0
;54084_0050_00024;54084;Mont-Bonvillers;;;Rue Bernadette;;24;;segment;906018.57;6917280.49;5.833707;49.321834;;inconnue;;0
;54084_0050_00026;54084;Mont-Bonvillers;;;Rue Bernadette;;26;;segment;906016.79;6917277.31;5.833681;49.321806;;inconnue;;0
;54084_0050_00028;54084;Mont-Bonvillers;;;Rue Bernadette;;28;;segment;906012.48;6917269.58;5.833618;49.321738;;inconnue;;0
;54084_0050_00030;54084;Mont-Bonvillers;;;Rue Bernadette;;30;;entrée;906015.41;6917269.02;5.833658;49.321732;;inconnue;;0
;54084_0050_00032;54084;Mont-Bonvillers;;;Rue Bernadette;;32;;entrée;906013.01;6917265.04;5.833623;49.321697;;inconnue;;0
;54084_0050_00034;54084;Mont-Bonvillers;;;Rue Bernadette;;34;;entrée;906010.73;6917261.73;5.83359;49.321668;;inconnue;;0
;54084_0050_00036;54084;Mont-Bonvillers;;;Rue Bernadette;;36;;entrée;906008.68;6917257.87;5.83356;49.321634;;inconnue;;0
;54084_0050_00038;54084;Mont-Bonvillers;;;Rue Bernadette;;38;;entrée;906006.48;6917254.45;5.833528;49.321604;;inconnue;;0
;54084_0050_00040;54084;Mont-Bonvillers;;;Rue Bernadette;;40;;entrée;906004.71;6917251.05;5.833502;49.321574;;inconnue;;0
;54084_0050_00042;54084;Mont-Bonvillers;;;Rue Bernadette;;42;;entrée;906002.51;6917247.41;5.83347;49.321542;;inconnue;;0
;54084_0050_00044;54084;Mont-Bonvillers;;;Rue Bernadette;;44;;entrée;906000.83;6917243.45;5.833445;49.321507;;inconnue;;0
;54084_0050_00046;54084;Mont-Bonvillers;;;Rue Bernadette;;46;;entrée;905997.52;6917238.43;5.833397;49.321463;;inconnue;;0
;54084_0050_00048;54084;Mont-Bonvillers;;;Rue Bernadette;;48;;segment;906012.48;6917269.58;5.833618;49.321738;;inconnue;;0
;54084_0050_00002_bis;54084;Mont-Bonvillers;;;Rue Bernadette;;2;bis;entrée;906058.02;6917322.65;5.83427;49.3222;;inconnue;;0
;54084_0060_00001;54084;Mont-Bonvillers;;;Rue de Bonvillers;;1;;entrée;906144.01;6917706;5.835641;49.325616;;inconnue;;0
;54084_0060_00002;54084;Mont-Bonvillers;;;Rue de Bonvillers;;2;;segment;906428.37;6917321.26;5.839359;49.322068;;inconnue;;0
;54084_0060_00003;54084;Mont-Bonvillers;;;Rue de Bonvillers;;3;;entrée;906238.53;6917602.53;5.836889;49.324656;;inconnue;;0
;54084_0060_00005;54084;Mont-Bonvillers;;;Rue de Bonvillers;;5;;;906375.89;6917366.35;5.83866;49.32249;;arcep;;0
;54084_0060_00002_bis;54084;Mont-Bonvillers;;;Rue de Bonvillers;;2;bis;entrée;906387.99;6917341.41;5.838814;49.322262;;inconnue;;0
;54084_0060_00003_bis;54084;Mont-Bonvillers;;;Rue de Bonvillers;;3;bis;entrée;906389.76;6917346.7;5.838841;49.322309;;inconnue;;0
;54084_0060_00001_bis;54084;Mont-Bonvillers;;;Rue de Bonvillers;;1;bis;;906428.15;6917309.23;5.83935;49.32196;;arcep;;0
;54084_0060_00003_ter;54084;Mont-Bonvillers;;;Rue de Bonvillers;;3;ter;;906455.41;6917340.27;5.83974;49.32223;;arcep;;0
;54084_0290_00048;54084;Mont-Bonvillers;;;Allée du Stade;;48;;segment;905921.11;6917773.8;5.832611;49.326297;;inconnue;;0
;54084_0081_00001;54084;Mont-Bonvillers;;;Rue du Vieux Mont;;1;;entrée;906078.8;6917876.53;5.834829;49.327169;;inconnue;;0
;54084_0081_00002;54084;Mont-Bonvillers;;;Rue du Vieux Mont;;2;;entrée;906095.5;6917877.46;5.835059;49.327172;;inconnue;;0
;54084_0081_00003;54084;Mont-Bonvillers;;;Rue du Vieux Mont;;3;;entrée;906095.53;6917927.22;5.835084;49.327619;;inconnue;;0
;54084_0081_00004;54084;Mont-Bonvillers;;;Rue du Vieux Mont;;4;;entrée;906124.67;6917891.87;5.835467;49.327292;;inconnue;;0
;54084_0081_00005;54084;Mont-Bonvillers;;;Rue du Vieux Mont;;5;;entrée;906135.37;6917904.05;5.83562;49.327398;;inconnue;;0
;54084_0081_00006;54084;Mont-Bonvillers;;;Rue du Vieux Mont;;6;;segment;906141.79;6917891.26;5.835702;49.327281;;inconnue;;0
;54084_0081_00007;54084;Mont-Bonvillers;;;Rue du Vieux Mont;;7;;entrée;906151;6917902.39;5.835834;49.327378;;inconnue;;0
;54084_0081_00008;54084;Mont-Bonvillers;;;Rue du Vieux Mont;;8;;segment;906143.9;6917889.22;5.83573;49.327262;;inconnue;;0
;54084_0081_00009;54084;Mont-Bonvillers;;;Rue du Vieux Mont;;9;;entrée;906170.31;6917893.4;5.836095;49.327291;;inconnue;;0
;54084_0081_00010;54084;Mont-Bonvillers;;;Rue du Vieux Mont;;10;;segment;906146.58;6917883.42;5.835764;49.327209;;inconnue;;0
;54084_0081_00011;54084;Mont-Bonvillers;;;Rue du Vieux Mont;;11;;entrée;906231.22;6917905.05;5.836938;49.327376;;inconnue;;0
;54084_0081_00012;54084;Mont-Bonvillers;;;Rue du Vieux Mont;;12;;entrée;906139.28;6917855.88;5.83565;49.326964;;inconnue;;0
;54084_0081_00013;54084;Mont-Bonvillers;;;Rue du Vieux Mont;;13;;entrée;906170.47;6917884.72;5.836093;49.327213;;inconnue;;0
;54084_0081_00015;54084;Mont-Bonvillers;;;Rue du Vieux Mont;;15;;entrée;906160.53;6917857.87;5.835943;49.326975;;inconnue;;0
;54084_0081_00017;54084;Mont-Bonvillers;;;Rue du Vieux Mont;;17;;entrée;906129.21;6917842.39;5.835505;49.326846;;inconnue;;0
;54084_0081_00019;54084;Mont-Bonvillers;;;Rue du Vieux Mont;;19;;entrée;906119.29;6917839.02;5.835367;49.326819;;inconnue;;0
;54084_0081_00013_bis;54084;Mont-Bonvillers;;;Rue du Vieux Mont;;13;bis;entrée;906193.23;6917893.44;5.83641;49.327284;;inconnue;;0
;54084_0081_00001_bis;54084;Mont-Bonvillers;;;Rue du Vieux Mont;;1;bis;entrée;906096.39;6917885.18;5.835075;49.327241;;inconnue;;0
;54084_0081_00017_bis;54084;Mont-Bonvillers;;;Rue du Vieux Mont;;17;bis;entrée;906135.98;6917844.52;5.835599;49.326863;;inconnue;;0
;54084_0081_00009_bis;54084;Mont-Bonvillers;;;Rue du Vieux Mont;;9;bis;entrée;906195.7;6917897.43;5.836446;49.327319;;inconnue;;0
;54084_0081_00015_bis;54084;Mont-Bonvillers;;;Rue du Vieux Mont;;15;bis;entrée;906160.53;6917857.87;5.835943;49.326975;;inconnue;;0
;54084_0090_00001;54084;Mont-Bonvillers;;;Place du 19 Mars 1962;;1;;segment;906131.3;6917648.55;5.835438;49.325104;;inconnue;;0
;54084_0090_00002;54084;Mont-Bonvillers;;;Place du 19 Mars 1962;;2;;segment;906129.91;6917547.64;5.835369;49.324198;;inconnue;;0
;54084_0090_00003;54084;Mont-Bonvillers;;;Place du 19 Mars 1962;;3;;segment;906131.3;6917648.55;5.835438;49.325104;;inconnue;;0
;54084_0090_00004;54084;Mont-Bonvillers;;;Place du 19 Mars 1962;;4;;entrée;906150.9;6917573;5.83567;49.324419;;inconnue;;0
;54084_0090_00005;54084;Mont-Bonvillers;;;Place du 19 Mars 1962;;5;;entrée;906156.47;6917583.99;5.835752;49.324516;;inconnue;;0
;54084_0090_00006;54084;Mont-Bonvillers;;;Place du 19 Mars 1962;;6;;entrée;906166.88;6917601.96;5.835904;49.324674;;inconnue;;0
;54084_0130_00001;54084;Mont-Bonvillers;;;Chemin des Fronts;;1;;segment;905956.48;6918118.15;5.833267;49.329379;;inconnue;;0
;54084_0130_00002;54084;Mont-Bonvillers;;;Chemin des Fronts;;2;;entrée;905966.19;6918133.53;5.833408;49.329514;;inconnue;;0
;54084_0130_00003;54084;Mont-Bonvillers;;;Chemin des Fronts;;3;;entrée;905975.49;6918148;5.833543;49.329641;;inconnue;;0
;54084_0130_00004;54084;Mont-Bonvillers;;;Chemin des Fronts;;4;;entrée;905991.31;6918173.5;5.833773;49.329865;;inconnue;;0
;54084_0130_00005;54084;Mont-Bonvillers;;;Chemin des Fronts;;5;;entrée;905993.03;6918182.25;5.833801;49.329943;;inconnue;;0
;54084_0240_00001;54084;Mont-Bonvillers;;;Rue de la Paix;;1;;entrée;905830.9;6917911.38;5.831439;49.327562;;inconnue;;0
;54084_0240_00002;54084;Mont-Bonvillers;;;Rue de la Paix;;2;;entrée;905837.7;6917898.38;5.831526;49.327443;;inconnue;;0
;54084_0240_00003;54084;Mont-Bonvillers;;;Rue de la Paix;;3;;segment;905824.91;6917924.3;5.831363;49.32768;;inconnue;;0
